,_id,isLeafInferred,isLeafStated,conceptId,defaultTerm,definitionStatus,active,module
500,63866c1e081b3c130f63464e,False,True,297047006,Antihypertensive overdose (disorder),Fully defined,True,900000000000207008
501,63866c1e081b3c130f634917,True,True,71186008,Croup (disorder),Fully defined,True,900000000000207008
502,63866c1f081b3c130f634dc6,True,True,399114005,Adhesive capsulitis of shoulder (disorder),Primitive,True,900000000000207008
503,63866c1f081b3c130f634de1,False,True,399112009,Seronegative arthritis (disorder),Fully defined,True,900000000000207008
504,63866c1f081b3c130f634fad,False,True,50417007,Lower respiratory tract infection (disorder),Fully defined,True,900000000000207008
505,63866c20081b3c130f635469,False,True,18084001,Burn of elbow (disorder),Fully defined,True,900000000000207008
506,63866c20081b3c130f635640,False,True,55004003,Syndrome of inappropriate vasopressin secretion (disorder),Primitive,True,900000000000207008
507,63866c20081b3c130f635741,False,True,71286001,Spinal cord compression (disorder),Fully defined,True,900000000000207008
508,63866c24081b3c130f635dc7,False,True,129166009,Traumatic dislocation of joint of lumbar vertebra (disorder),Fully defined,True,900000000000207008
509,63866c24081b3c130f635dd0,False,True,129165008,Traumatic dislocation of joint of thoracic vertebra (disorder),Fully defined,True,900000000000207008
510,63866c24081b3c130f635e18,False,True,373945007,Pericardial effusion (disorder),Fully defined,True,900000000000207008
511,63866c24081b3c130f635fac,False,True,21698002,Open fracture of phalanx of finger (disorder),Fully defined,True,900000000000207008
512,63866c24081b3c130f63609b,True,True,18070006,Impacted cerumen (disorder),Fully defined,True,900000000000207008
513,63866c27081b3c130f636556,False,True,297157005,Thrombus of intracranial vein (disorder),Fully defined,True,900000000000207008
514,63866c28081b3c130f6369f8,False,True,386692008,Menorrhagia (finding),Primitive,True,900000000000207008
515,63866c28081b3c130f636ac6,True,True,195060002,Ventricular pre-excitation (disorder),Primitive,True,900000000000207008
516,63866c2b081b3c130f63737a,False,True,55042009,Contusion of ankle (disorder),Fully defined,True,900000000000207008
517,63866c2b081b3c130f637500,False,True,42434002,Pneumohemothorax due to trauma (disorder),Fully defined,True,900000000000207008
518,63866c2b081b3c130f63755a,False,True,50563003,Seborrheic dermatitis (disorder),Primitive,True,900000000000207008
519,63866c2b081b3c130f63776f,False,True,42458003,Hemothorax due to trauma (disorder),Fully defined,True,900000000000207008
520,63866c2c081b3c130f63804f,False,True,63297008,Superficial retinal hemorrhage (disorder),Primitive,True,900000000000207008
521,63866c2c081b3c130f638201,False,True,26284000,Ulcer of mouth (disorder),Fully defined,True,900000000000207008
522,63866c2d081b3c130f638408,False,True,13645005,Chronic obstructive lung disease (disorder),Fully defined,True,900000000000207008
523,63866c2d081b3c130f6384d9,False,True,271966006,Disorder of cardiovascular prostheses and implants (disorder),Primitive,True,900000000000207008
524,63866c2d081b3c130f638673,False,True,271973001,Disorder of intrauterine contraceptive device (disorder),Fully defined,True,900000000000207008
525,63866c2d081b3c130f6387e1,False,True,13695006,Fracture of pubic rami (disorder),Fully defined,True,900000000000207008
526,63866c2e081b3c130f638d19,False,True,271558008,Infectious mononucleosis (disorder),Primitive,True,900000000000207008
527,63866c2e081b3c130f6390fb,False,True,284188001,Burn of respiratory tract (disorder),Fully defined,True,900000000000207008
528,63866c2e081b3c130f63925c,False,True,13200003,Peptic ulcer (disorder),Fully defined,True,900000000000207008
529,63866c2e081b3c130f639281,False,True,111735006,Effects of heat (finding),Fully defined,True,900000000000207008
530,63866c2e081b3c130f6393d7,False,True,13213009,Congenital heart disease (disorder),Fully defined,True,900000000000207008
531,63866c2f081b3c130f63963e,False,True,50228009,Contusion of ear (disorder),Fully defined,True,900000000000207008
532,63866c2f081b3c130f639ba5,False,True,446979005,Open fracture of tibia (disorder),Fully defined,True,900000000000207008
533,63866c30081b3c130f63a075,False,True,34000006,Crohn's disease (disorder),Primitive,True,900000000000207008
534,63866c31081b3c130f63a5cb,False,True,268029009,Pathological fracture (disorder),Fully defined,True,900000000000207008
535,63866c31081b3c130f63a5cc,False,True,103742009,Renewal of prescription (procedure),Primitive,True,900000000000207008
536,63866c31081b3c130f63a6bf,False,True,103735009,Palliative care (regime/therapy),Primitive,True,900000000000207008
537,63866c31081b3c130f63a7ca,True,True,111864006,Chikungunya fever (disorder),Fully defined,True,900000000000207008
538,63866c31081b3c130f63a873,False,True,268002004,Non-traumatic tendon rupture (disorder),Fully defined,True,900000000000207008
539,63866c31081b3c130f63aa1b,False,True,21454007,Subarachnoid intracranial hemorrhage (disorder),Fully defined,True,900000000000207008
540,63866c31081b3c130f63aace,False,True,34095006,Dehydration (disorder),Primitive,True,900000000000207008
541,63866c32081b3c130f63afbe,False,True,284223003,Burn of buttock (disorder),Fully defined,True,900000000000207008
542,63866c32081b3c130f63b022,False,True,284219006,Burn of perineum (disorder),Fully defined,True,900000000000207008
543,63866c32081b3c130f63b02a,False,True,42188001,Closed fracture of ankle (disorder),Fully defined,True,900000000000207008
544,63866c33081b3c130f63b564,True,True,276177000,Thyroid eye disease (disorder),Primitive,True,900000000000207008
545,63866c35081b3c130f63c803,False,True,34124000,Foreign body in vagina (disorder),Fully defined,True,900000000000207008
546,63866c36081b3c130f63d278,False,True,271737000,Anemia (disorder),Primitive,True,900000000000207008
547,63866c37081b3c130f63d59d,False,True,13445001,Ménière's disease (disorder),Primitive,True,900000000000207008
548,63866c38081b3c130f63d6d9,False,True,328383001,Chronic liver disease (disorder),Fully defined,True,900000000000207008
549,63866c39081b3c130f63e0d9,False,True,111541001,Benign paroxysmal positional vertigo (disorder),Primitive,True,900000000000207008
550,63866c39081b3c130f63e346,False,True,111523009,Acute hydrops keratoconus (disorder),Fully defined,True,900000000000207008
551,63866c3a081b3c130f63e889,False,True,21186006,Chronic otitis media (disorder),Fully defined,True,900000000000207008
552,63866c3a081b3c130f63ee9c,False,True,50001009,Crushing injury of neck (disorder),Fully defined,True,900000000000207008
553,63866c3a081b3c130f63f0cf,False,True,161152002,Social problem (finding),Primitive,True,900000000000207008
554,63866c3b081b3c130f63f1dc,False,True,247097006,Hemorrhage at vitreoretinal interface (disorder),Primitive,True,900000000000207008
555,63866c3b081b3c130f63f2f1,False,True,247081001,Posterior vitreous detachment (disorder),Primitive,True,900000000000207008
556,63866c3b081b3c130f63f716,True,True,417981005,Exposure to blood and/or body fluid (event),Primitive,True,900000000000207008
557,63866c3c081b3c130f63f99a,False,True,50063009,Femoral hernia (disorder),Fully defined,True,900000000000207008
558,63866c3c081b3c130f63fa16,False,True,234467004,Thrombophilia (disorder),Primitive,True,900000000000207008
559,63866c3c081b3c130f63fd80,False,True,111609001,Open fracture of facial bones (disorder),Fully defined,True,900000000000207008
560,63866c3c081b3c130f64014d,False,True,111640008,Closed fracture of radius (disorder),Fully defined,True,900000000000207008
561,63866c3d081b3c130f6401a2,False,True,111643005,Open fracture of patella (disorder),Fully defined,True,900000000000207008
562,63866c3d081b3c130f64020f,False,True,111637008,Open fracture of clavicle (disorder),Fully defined,True,900000000000207008
563,63866c3d081b3c130f64065e,False,True,352818000,Tonic-clonic epilepsy (disorder),Primitive,True,900000000000207008
564,63866c3d081b3c130f640799,False,True,111693009,Crushing injury of forearm (disorder),Fully defined,True,900000000000207008
565,63866c3d081b3c130f6407a5,False,True,13160009,Complication of transplanted intestines (disorder),Fully defined,True,900000000000207008
566,63866c3e081b3c130f640ec5,False,True,247124009,Retinal macroaneurysm (disorder),Fully defined,True,900000000000207008
567,63866c3e081b3c130f640f42,False,True,247161000,Macular subretinal hemorrhage (disorder),Primitive,True,900000000000207008
568,63866c3e081b3c130f640ff5,False,True,247153005,Retinal drusen (finding),Fully defined,True,900000000000207008
569,63866c3f081b3c130f64123a,False,True,234532001,Immunodeficiency disorder (disorder),Primitive,True,900000000000207008
570,63866c40081b3c130f6419f9,False,True,42059000,Retinal detachment (disorder),Fully defined,True,900000000000207008
571,63866c41081b3c130f642359,False,True,76902006,Tetanus (disorder),Fully defined,True,900000000000207008
572,63866c43081b3c130f64375f,False,True,735476006,Fistula of genitourinary tract (disorder),Fully defined,True,900000000000207008
573,63866c44081b3c130f6438e7,True,True,735492001,Obstructed labor due to shoulder dystocia (disorder),Fully defined,True,900000000000207008
574,63866c45081b3c130f644057,False,True,89627008,Hyponatremia (disorder),Primitive,True,900000000000207008
575,63866c45081b3c130f6443c1,False,True,735645009,Contusion of head (disorder),Fully defined,True,900000000000207008
576,63866c47081b3c130f6456b7,False,True,47821001,Postpartum hemorrhage (disorder),Fully defined,True,900000000000207008
577,63866c48081b3c130f64597c,False,True,47864008,Open fracture of scapula (disorder),Fully defined,True,900000000000207008
578,63866c48081b3c130f645d14,False,True,89294002,Open fracture of humerus (disorder),Fully defined,True,900000000000207008
579,63866c49081b3c130f64609d,False,True,68565009,Crushing injury of abdomen (disorder),Fully defined,True,900000000000207008
580,63866c49081b3c130f6466d8,False,True,195889001,Legionella pneumonia (disorder),Fully defined,True,900000000000207008
581,63866c4a081b3c130f646adf,False,True,84759007,Disorder of accessory nerve (disorder),Fully defined,True,900000000000207008
582,63866c4a081b3c130f646e34,False,True,400047006,Peripheral vascular disease (disorder),Primitive,True,900000000000207008
583,63866c4b081b3c130f64719f,False,True,400097005,Ingrowing nail (disorder),Primitive,True,900000000000207008
584,63866c4b081b3c130f6471a3,False,True,400096001,Melanocytic nevus (disorder),Fully defined,True,900000000000207008
585,63866c4b081b3c130f6473fa,False,True,126011000119107,Acquired caroticocavernous sinus fistula (disorder),Fully defined,True,900000000000207008
586,63866c4b081b3c130f6474b7,False,True,39839004,Diaphragmatic hernia (disorder),Fully defined,True,900000000000207008
587,63866c4c081b3c130f647782,False,True,735426009,Fistula of digestive system (disorder),Fully defined,True,900000000000207008
588,63866c4c081b3c130f647ac4,False,True,68670009,Contact dermatitis of eyelid (disorder),Fully defined,True,900000000000207008
589,63866c4c081b3c130f647c37,True,True,39812007,Contusion of forearm (disorder),Fully defined,True,900000000000207008
590,63866c4d081b3c130f647ee5,False,True,76742009,Postmenopausal bleeding (finding),Fully defined,True,900000000000207008
591,63866c4d081b3c130f647f35,False,True,813231000000107,Injury of tendon of thumb (disorder),Fully defined,True,999000011000000103
592,63866c4e081b3c130f6485fd,True,True,722704008,Traumatic amputation of nose (disorder),Fully defined,True,900000000000207008
593,63866c4e081b3c130f648601,False,True,195967001,Asthma (disorder),Primitive,True,900000000000207008
594,63866c4e081b3c130f6486ef,False,True,195951007,Acute exacerbation of chronic obstructive airways disease (disorder),Fully defined,True,900000000000207008
595,63866c4e081b3c130f6488c5,False,True,400178008,Lymphangioma (disorder),Fully defined,True,900000000000207008
596,63866c4f081b3c130f648b77,False,True,89322006,Urticaria medicamentosa (disorder),Fully defined,True,900000000000207008
597,63866c4f081b3c130f648f9a,False,True,26889001,Myositis (disorder),Fully defined,True,900000000000207008
598,63866c4f081b3c130f64901e,False,True,18773000,Cyclical vomiting syndrome (disorder),Fully defined,True,900000000000207008
599,63866c4f081b3c130f649059,False,True,71906005,Paronychia (disorder),Fully defined,True,900000000000207008
600,63866c51081b3c130f649be0,False,True,76437000,Contusion of thumb (disorder),Fully defined,True,900000000000207008
601,63866c51081b3c130f649fd2,False,True,68267002,Benign intracranial hypertension (disorder),Primitive,True,900000000000207008
602,63866c53081b3c130f64ace4,False,True,39400004,Injury of liver (disorder),Fully defined,True,900000000000207008
603,63866c54081b3c130f64b440,False,True,89155008,Systemic sclerosis (disorder),Fully defined,True,900000000000207008
604,63866c54081b3c130f64b6ea,False,True,89138009,Cardiogenic shock (disorder),Primitive,True,900000000000207008
605,63866c55081b3c130f64bab2,False,True,68478007,Central retinal vein occlusion (disorder),Fully defined,True,900000000000207008
606,63866c55081b3c130f64bd5d,False,True,76581006,Cholecystitis (disorder),Fully defined,True,900000000000207008
607,63866c55081b3c130f64be3b,False,True,76571007,Septic shock (disorder),Fully defined,True,900000000000207008
608,63866c55081b3c130f64c035,False,True,47639008,Pilonidal cyst (disorder),Fully defined,True,900000000000207008
609,63866c56081b3c130f64c599,False,True,18834007,Crystal arthropathy (disorder),Fully defined,True,900000000000207008
610,63866c57081b3c130f64cb7c,False,True,39579001,Anaphylaxis (disorder),Primitive,True,900000000000207008
611,63866c57081b3c130f64cc9c,True,True,26918003,Ascending cholangitis (disorder),Primitive,True,900000000000207008
612,63866c57081b3c130f64ce75,False,True,55464009,Systemic lupus erythematosus (disorder),Primitive,True,900000000000207008
613,63866c58081b3c130f64d1fa,False,True,812761000000101,Injury of muscle of foot (disorder),Fully defined,True,999000011000000103
614,63866c58081b3c130f64d44b,False,True,47398006,Marginal corneal ulcer (disorder),Fully defined,True,900000000000207008
615,63866c58081b3c130f64d583,False,True,190905008,Cystic fibrosis (disorder),Primitive,True,900000000000207008
616,63866c58081b3c130f64d5c9,True,True,129635004,Ovarian hyperstimulation syndrome (disorder),Primitive,True,900000000000207008
617,63866c58081b3c130f64d5dc,False,True,47382004,Dermatophytosis (disorder),Fully defined,True,900000000000207008
618,63866c58081b3c130f64d7bb,False,True,129656002,Complication of diagnostic procedure (disorder),Fully defined,True,900000000000207008
619,63866c5b081b3c130f64ed7a,False,True,68033004,Tracheostomy complication (disorder),Fully defined,True,900000000000207008
620,63866c5b081b3c130f64edf3,False,True,76172008,Infection caused by Taenia (disorder),Fully defined,True,900000000000207008
621,63866c5c081b3c130f64f14c,False,True,50920009,Myocarditis (disorder),Fully defined,True,900000000000207008
622,63866c5c081b3c130f64f54a,False,True,34842007,Antepartum hemorrhage (disorder),Fully defined,True,900000000000207008
623,63866c5c081b3c130f64f55f,False,True,34840004,Tendinitis (disorder),Fully defined,True,900000000000207008
624,63866c5c081b3c130f64f727,True,True,813131000000104,Traumatic amputation of tongue (disorder),Fully defined,True,999000011000000103
625,63866c5e081b3c130f650080,False,True,84416003,Contusion of thigh (disorder),Fully defined,True,900000000000207008
626,63866c60081b3c130f650f29,True,True,239939001,Giant cell arteritis without polymyalgia rheumatica (disorder),Primitive,True,900000000000207008
627,63866c60081b3c130f650f4b,True,True,239938009,Giant cell arteritis with polymyalgia rheumatica (disorder),Primitive,True,900000000000207008
628,63866c60081b3c130f65104e,False,True,63650001,Cholera (disorder),Fully defined,True,900000000000207008
629,63866c60081b3c130f6512ce,False,True,34801009,Ectopic pregnancy (disorder),Primitive,True,900000000000207008
630,63866c60081b3c130f651305,False,True,42945005,Open fracture of radius (disorder),Fully defined,True,900000000000207008
631,63866c62081b3c130f65201e,False,True,726523002,Injury caused by low temperature (disorder),Fully defined,True,900000000000207008
632,63866c63081b3c130f65271d,False,True,67924001,Smallpox (disorder),Fully defined,True,900000000000207008
633,63866c68081b3c130f6532c8,False,True,38907003,Varicella (disorder),Fully defined,True,900000000000207008
634,63866c68081b3c130f653450,False,True,420079008,Relapsing fever (disorder),Fully defined,True,900000000000207008
635,63866c6b081b3c130f653b02,False,True,38959009,Methemoglobinemia (disorder),Primitive,True,900000000000207008
636,63866c6c081b3c130f653df8,False,True,67801009,Tenosynovitis (disorder),Fully defined,True,900000000000207008
637,63866c6c081b3c130f654064,False,True,813111000000107,Injury of tendon of wrist joint (disorder),Fully defined,True,999000011000000103
638,63866c6d081b3c130f654484,False,True,67895005,Phlyctenular keratoconjunctivitis (disorder),Fully defined,True,900000000000207008
639,63866c6e081b3c130f654a10,True,True,288531000119103,Problem related to social environment (finding),Primitive,True,900000000000207008
640,63866c6e081b3c130f6550c3,False,True,433068007,Aneurysm of thoracic aorta (disorder),Fully defined,True,900000000000207008
641,63866c6f081b3c130f655262,False,True,2304001,Discitis (disorder),Fully defined,True,900000000000207008
642,63866c6f081b3c130f6553b4,False,True,420422005,Ketoacidosis due to diabetes mellitus (disorder),Fully defined,True,900000000000207008
643,63866c73081b3c130f65730d,False,True,59927004,Hepatic failure (disorder),Primitive,True,900000000000207008
644,63866c75081b3c130f65810f,False,True,62994001,Tracheitis (disorder),Fully defined,True,900000000000207008
645,63866c75081b3c130f6582c7,False,True,771115008,Hypernatremia (disorder),Primitive,True,900000000000207008
646,63866c75081b3c130f6582f6,False,True,67426006,Toxic effect of alcohol (disorder),Fully defined,True,900000000000207008
647,63866c75081b3c130f658660,False,True,17883008,Sprain of hip (disorder),Fully defined,True,900000000000207008
648,63866c76081b3c130f6589cc,False,True,62909004,Ectropion of eyelid (disorder),Fully defined,True,900000000000207008
649,63866c76081b3c130f658a30,False,True,75544000,Opioid dependence (disorder),Fully defined,True,900000000000207008
650,63866c76081b3c130f658bab,False,True,721537005,Acquired Horner syndrome (disorder),Primitive,True,900000000000207008
651,63866c77081b3c130f6591c4,False,True,75614007,Panuveitis (disorder),Primitive,True,900000000000207008
652,63866c77081b3c130f659520,True,True,1382631000000101,Poisoning caused by household product (disorder),Primitive,True,999000011000000103
653,63866c77081b3c130f6596fe,False,True,186738001,Epidemic vertigo (disorder),Primitive,True,900000000000207008
654,63866c78081b3c130f659a3b,False,True,46799006,Dysenteric diarrhea (disorder),Primitive,True,900000000000207008
655,63866c78081b3c130f659dd8,False,True,54888009,Sprain of knee (disorder),Fully defined,True,900000000000207008
656,63866c78081b3c130f659eaf,False,True,75478009,Poisoning (disorder),Primitive,True,900000000000207008
657,63866c79081b3c130f65a298,False,True,17790008,Disorder of nail (disorder),Fully defined,True,900000000000207008
658,63866c79081b3c130f65a4ab,False,True,75441006,Foreign body in ear (disorder),Fully defined,True,900000000000207008
659,63866c7a081b3c130f65a783,False,True,88032003,Amaurosis fugax (disorder),Primitive,True,900000000000207008
660,63866c7a081b3c130f65aa00,True,True,186535001,Eczema herpeticum (disorder),Primitive,True,900000000000207008
661,63866c7a081b3c130f65ac15,False,True,17709002,Bleeding esophageal varices (disorder),Fully defined,True,900000000000207008
662,63866c7a081b3c130f65ac54,True,True,91613004,Contusion of elbow (disorder),Fully defined,True,900000000000207008
663,63866c7b081b3c130f65b372,False,True,25924004,Calculus of gallbladder with cholecystitis (disorder),Fully defined,True,900000000000207008
664,63866c7c081b3c130f65b957,False,True,59282003,Pulmonary embolism (disorder),Fully defined,True,900000000000207008
665,63866c7c081b3c130f65b9d6,False,True,46635009,Diabetes mellitus type 1 (disorder),Primitive,True,900000000000207008
666,63866c7c081b3c130f65bb77,False,True,398925009,Abducens nerve disorder (disorder),Fully defined,True,900000000000207008
667,63866c7c081b3c130f65be4b,False,True,70995007,Pulmonary hypertension (disorder),Primitive,True,900000000000207008
668,63866c7f081b3c130f65cc77,False,True,812741000000102,Injury of muscle of thigh (disorder),Fully defined,True,999000011000000103
669,63866c80081b3c130f65d3a5,False,True,83901003,Sjögren's syndrome (disorder),Primitive,True,900000000000207008
670,63866c80081b3c130f65d858,True,True,83966006,Hypothermia caused by cold environment (disorder),Primitive,True,900000000000207008
671,63866c81081b3c130f65ded6,False,True,836424002,Dislocation of joint of foot (disorder),Fully defined,True,900000000000207008
672,63866c83081b3c130f65eab9,False,True,75702008,Brucellosis (disorder),Fully defined,True,900000000000207008
673,63866c84081b3c130f65ed6d,False,True,95041000119101,Female genital mutilation (disorder),Primitive,True,900000000000207008
674,63866c84081b3c130f65f02d,False,True,88374002,Burn of toe (disorder),Fully defined,True,900000000000207008
675,63866c84081b3c130f65f314,False,True,38742007,Central retinal artery occlusion (disorder),Fully defined,True,900000000000207008
676,63866c85081b3c130f65f958,False,True,205237003,Pneumonitis (disorder),Fully defined,True,900000000000207008
677,63866c85081b3c130f65f9a6,False,True,200724002,Umbilical granuloma (disorder),Fully defined,True,900000000000207008
678,63866c85081b3c130f65f9d1,False,True,200722003,Pyogenic granuloma (disorder),Fully defined,True,900000000000207008
679,63866c85081b3c130f65f9d4,False,True,302866003,Hypoglycemia (disorder),Primitive,True,900000000000207008
680,63866c85081b3c130f65fbbf,False,True,409498004,Anthrax (disorder),Fully defined,True,900000000000207008
681,63866c85081b3c130f65fcee,False,True,234097001,Lymphedema (disorder),Fully defined,True,900000000000207008
682,63866c86081b3c130f65fe34,True,True,307322002,Rupture radial artery (disorder),Fully defined,True,900000000000207008
683,63866c87081b3c130f660812,False,True,111245009,Compartment syndrome (disorder),Primitive,True,900000000000207008
684,63866c87081b3c130f66092b,False,True,111255008,Avascular necrosis of the capital femoral epiphysis (disorder),Fully defined,True,900000000000207008
685,63866c88081b3c130f66123f,False,True,417558002,Dislocation of elbow joint (disorder),Fully defined,True,900000000000207008
686,63866c89081b3c130f6615ae,False,True,7520000,Pyrexia of unknown origin (finding),Primitive,True,900000000000207008
687,63866c89081b3c130f6615cf,False,True,234000009,Dissection of femoral artery (disorder),Fully defined,True,900000000000207008
688,63866c8a081b3c130f661cd7,False,True,417425009,Hemoglobin SS disease with crisis (disorder),Primitive,True,900000000000207008
689,63866c8a081b3c130f66223b,False,True,213282006,Foreign body left in wound (disorder),Fully defined,True,900000000000207008
690,63866c8d081b3c130f663480,True,True,425540008,Corneal decompensation (disorder),Primitive,True,900000000000207008
691,63866c8d081b3c130f66378e,False,True,813311000000109,Injury of tendon of foot (disorder),Fully defined,True,999000011000000103
692,63866c8d081b3c130f66390e,False,True,111489007,Breathing-related sleep disorder (disorder),Primitive,True,900000000000207008
693,63866c8d081b3c130f663960,False,True,263129009,Sprain of ligament of finger (disorder),Fully defined,True,900000000000207008
694,63866c8d081b3c130f66396f,False,True,263128001,Sprain of ligament of elbow (disorder),Fully defined,True,900000000000207008
695,63866c8d081b3c130f66398e,False,True,263125003,Volar plate injury of finger joint (disorder),Fully defined,True,900000000000207008
696,63866c8d081b3c130f663a52,False,True,263130004,Sprain of ligament of thumb (disorder),Fully defined,True,900000000000207008
697,63866c8e081b3c130f663c92,True,True,255024002,Nevus of choroid (disorder),Fully defined,True,900000000000207008
698,63866c90081b3c130f664e1a,True,True,417750006,Conjunctival laceration (disorder),Fully defined,True,900000000000207008
699,63866c91081b3c130f665070,False,True,111407006,Hemolytic uremic syndrome (disorder),Primitive,True,900000000000207008
700,63866c92081b3c130f6657f7,True,True,1098111000000101,Drug-induced seizure (finding),Primitive,True,999000011000000103
701,63866c92081b3c130f665b5a,False,True,302964004,Dislocation of temporomandibular joint (disorder),Fully defined,True,900000000000207008
702,63866c92081b3c130f665e7f,False,True,307497002,Traumatic tympanic membrane perforation (disorder),Fully defined,True,900000000000207008
703,63866c93081b3c130f666019,False,True,263009006,Dislocation of sternoclavicular joint (disorder),Fully defined,True,900000000000207008
704,63866c93081b3c130f666156,False,True,263019000,Dislocation of acromioclavicular joint (disorder),Fully defined,True,900000000000207008
705,63866c93081b3c130f6661fb,False,True,263029007,Dislocation of patellofemoral joint (disorder),Fully defined,True,900000000000207008
706,63866c93081b3c130f666298,False,True,263030002,Dislocation of toe joint (disorder),Fully defined,True,900000000000207008
707,63866c93081b3c130f66629e,False,True,263031003,Subluxation of joint (disorder),Fully defined,True,900000000000207008
708,63866c94081b3c130f666c00,True,True,1325161000000102,Post-COVID-19 syndrome (disorder),Primitive,True,999000011000000103
709,63866c95081b3c130f66705b,False,True,242253008,Overdose of opiate (disorder),Fully defined,True,900000000000207008
710,63866c95081b3c130f667126,False,True,409516001,Post-exposure prophylaxis (procedure),Primitive,True,900000000000207008
711,63866c95081b3c130f66723b,False,True,226007004,Post-surgical wound care (regime/therapy),Fully defined,True,900000000000207008
712,63866c95081b3c130f667431,True,True,234168001,Micturition syncope (finding),Fully defined,True,900000000000207008
713,63866c96081b3c130f6678ec,False,True,302918009,Disorder of stoma (disorder),Fully defined,True,900000000000207008
714,63866c96081b3c130f667bce,False,True,417109008,Subluxation of radial head (disorder),Fully defined,True,900000000000207008
715,63866c98081b3c130f668a9f,False,True,2591000,Crushing injury of shoulder region (disorder),Fully defined,True,900000000000207008
716,63866c98081b3c130f668ca9,False,True,2576002,Trachoma (disorder),Fully defined,True,900000000000207008
717,63866c99081b3c130f669177,False,True,417044008,"Hydatidiform mole, benign (disorder)",Fully defined,True,900000000000207008
718,63866c99081b3c130f6693c0,True,True,417020006,Traumatic iritis (disorder),Fully defined,True,900000000000207008
719,63866c9b081b3c130f669fd8,False,True,302232001,Elbow fracture - open (disorder),Fully defined,True,900000000000207008
720,63866c9b081b3c130f66a405,False,True,2492009,Nutritional disorder (disorder),Primitive,True,900000000000207008
721,63866c9b081b3c130f66a414,False,True,302215000,Thrombocytopenic disorder (disorder),Fully defined,True,900000000000207008
722,63866c9b081b3c130f66a4c5,False,True,302222008,Elbow fracture - closed (disorder),Fully defined,True,900000000000207008
723,63866c9d081b3c130f66b3af,False,True,2858002,Puerperal sepsis (disorder),Fully defined,True,900000000000207008
724,63866c9e081b3c130f66b52d,False,True,315296002,Penetrating wound of eye (disorder),Fully defined,True,900000000000207008
725,63866c9e081b3c130f66b88c,False,True,2897005,Immune thrombocytopenia (disorder),Fully defined,True,900000000000207008
726,63866c9f081b3c130f66bdbb,False,True,310701003,Behcet's syndrome (disorder),Primitive,True,900000000000207008
727,63866ca0081b3c130f66c975,False,True,307052004,Illicit drug use (finding),Primitive,True,900000000000207008
728,63866ca0081b3c130f66c9f6,True,True,404649002,Traumatic mydriasis (disorder),Fully defined,True,900000000000207008
729,63866ca1081b3c130f66d29f,False,True,7231009,Bullous dermatosis (disorder),Primitive,True,900000000000207008
730,63866ca2081b3c130f66d6da,False,True,2776000,Delirium (disorder),Primitive,True,900000000000207008
731,63866ca4081b3c130f66e74b,False,True,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus (disorder),Primitive,True,900000000000207008
732,63866ca5081b3c130f66ee06,False,True,302436000,Attention to dressing of skin (procedure),Fully defined,True,900000000000207008
733,63866ca6081b3c130f66f26d,True,True,314562004,Contact lens related sterile keratitis (disorder),Primitive,True,900000000000207008
734,63866ca7081b3c130f66fa8b,True,True,424801004,Herpes zoster corneal endotheliitis (disorder),Fully defined,True,900000000000207008
735,63866ca9081b3c130f670729,True,True,314662007,Major head injury (disorder),Primitive,True,900000000000207008
736,63866ca9081b3c130f670730,True,True,314661000,Moderate head injury (disorder),Primitive,True,900000000000207008
737,63866ca9081b3c130f670c7a,False,True,408678008,Healthcare associated infectious disease (disorder),Fully defined,True,900000000000207008
738,63866caf081b3c130f671d44,False,True,416829003,Disease caused by Genus Rickettsia (disorder),Fully defined,True,900000000000207008
739,63866cb1081b3c130f671df9,True,True,424956000,Retinal pigment epithelial hyperplasia (disorder),Fully defined,True,900000000000207008
740,63866cb1081b3c130f672030,False,True,6849006,Rupture of quadriceps tendon (disorder),Fully defined,True,900000000000207008
741,63866cb4081b3c130f6725a5,False,True,314764001,Corneal melting disorder (disorder),Primitive,True,900000000000207008
742,63866cb5081b3c130f6733cf,False,True,429513001,Rupture of Achilles tendon (disorder),Fully defined,True,900000000000207008
743,63866cb6081b3c130f6738be,False,True,12063002,Rectal hemorrhage (disorder),Fully defined,True,900000000000207008
744,63866cb6081b3c130f673ab9,False,True,6962006,Hypertensive retinopathy (disorder),Fully defined,True,900000000000207008
745,63866cb7081b3c130f6740f0,False,True,20236002,Labor established (finding),Primitive,True,900000000000207008
746,63866cb7081b3c130f67417f,False,True,283051009,Abrasion of ear region (disorder),Fully defined,True,900000000000207008
747,63866cb7081b3c130f674192,True,True,283052002,Abrasion of nose (disorder),Fully defined,True,900000000000207008
748,63866cb7081b3c130f6741a3,False,True,283055000,Abrasion of neck (disorder),Fully defined,True,900000000000207008
749,63866cb7081b3c130f6741bf,False,True,283058003,Abrasion of wrist (disorder),Fully defined,True,900000000000207008
750,63866cb7081b3c130f6741f3,False,True,283059006,Abrasion of hand (disorder),Fully defined,True,900000000000207008
751,63866cb7081b3c130f6742a3,False,True,283060001,Abrasion of pelvic region (disorder),Fully defined,True,900000000000207008
752,63866cb7081b3c130f6742b1,False,True,283061002,Abrasion of genitalia (disorder),Fully defined,True,900000000000207008
753,63866cb8081b3c130f674c59,True,True,270492004,First degree atrioventricular block (disorder),Primitive,True,900000000000207008
