"","snomed_code","snomed_description","icd10_code","icd10_description"
"700","278517007","Asthmatic bronchitis","J45.9","Asthma, unspecified"
"701","593601000000101","Pneumopathy due to inhalation of other dust","J45.9","Asthma, unspecified"
"702","196013003","Pneumopathy due to inhalation of other dust","J45.9","Asthma, unspecified"
"703","196015005","Pneumopathy due to inhalation of other dust NOS","J45.9","Asthma, unspecified"
"704","593201000000103","Pneumopathy due to inhalation of other dust NOS","J45.9","Asthma, unspecified"
"705","266321007","(Acrocyanosis) or (erythocyanosis) or (vasospasm) or (peripheral vascular disease NOS)","I73.9","Peripheral vascular disease, unspecified"
"706","400701000000105","[X]Other specified peripheral vascular diseases","I73.9","Peripheral vascular disease, unspecified"
"707","432021000000106","[X]Peripheral angiopathy in diseases classified elsewhere","I73.9","Peripheral vascular disease, unspecified"
"708","266260007","Other peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"709","682631000000107","Other peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"710","644041000000108","Other specified peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"711","195307006","Other specified peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"712","195310004","Other specified peripheral vascular disease NOS","I73.9","Peripheral vascular disease, unspecified"
"713","635831000000105","Other specified peripheral vascular disease NOS","I73.9","Peripheral vascular disease, unspecified"
"714","195308001","Peripheral angiopathic disease EC NOS","I73.9","Peripheral vascular disease, unspecified"
"715","646531000000102","Peripheral angiopathic disease EC NOS","I73.9","Peripheral vascular disease, unspecified"
"716","91523003","Peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"717","855911000000102","Peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"718","400047006","Peripheral vascular disease","I73.9","Peripheral vascular disease, unspecified"
"719","155431008","Peripheral vascular disease (& [NOS])","I73.9","Peripheral vascular disease, unspecified"
"720","266320008","Peripheral vascular disease (& [NOS])","I73.9","Peripheral vascular disease, unspecified"
"721","195311000","Peripheral vascular disease NOS","I73.9","Peripheral vascular disease, unspecified"
"722","195314008","Peripheral vascular disease NOS","I73.9","Peripheral vascular disease, unspecified"
"723","646351000000103","Peripheral vascular disease NOS","I73.9","Peripheral vascular disease, unspecified"
"724","266186009","(Legionella) or (Legionnaire's disease)","A48.1","Legionnaires disease"
"725","154315008","(Legionella) or (Legionnaire's disease)","A48.1","Legionnaires disease"
"726","195889001","Legionella pneumonia","A48.1","Legionnaires disease"
"727","312403005","Legionnaire's disease","A48.1","Legionnaires disease"
"728","74881002","Legionnaire's disease","E87.1","Hypo-osmolality and hyponatraemia"
"729","267507003","(Sodium deficiency) or (hyponatraemia)","E87.1","Hypo-osmolality and hyponatraemia"
"730","154756008","(Sodium deficiency) or (hyponatraemia)","E87.1","Hypo-osmolality and hyponatraemia"
"731","89627008","Hyponatraemia","E87.1","Hypo-osmolality and hyponatraemia"
"732","190880004","Hyposmolality &/or hyponatraemia","E87.1","Hypo-osmolality and hyponatraemia"
"733","192989008","Generalised epilepsy","G40.3","Generalized idiopathic epilepsy and epileptic syndromes"
"734","352818000","Tonic-clonic epilepsy","G40.3","Generalized idiopathic epilepsy and epileptic syndromes"
"735","155745001","Femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"736","50063009","Femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"737","196852009","Femoral hernia NOS","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"738","155747009","Femoral hernia NOS","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"739","630961000000101","Femoral hernia NOS","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"740","75281002","Femoral hernia without obstruction AND without gangrene","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"741","53202005","Inguinofemoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"742","196845007","Simple femoral hernia NOS","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"743","196843000","Uncomplicated femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"744","571541000000107","Unspecified bilateral femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"745","196849001","Unspecified bilateral femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"746","196850001","Unspecified bilateral recurrent femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"747","598531000000101","Unspecified bilateral recurrent femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"748","196846008","Unspecified femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"749","630941000000102","Unspecified femoral hernia","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"750","196851002","Unspecified femoral hernia NOS","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"751","630951000000104","Unspecified femoral hernia NOS","K41.9","Unilateral or unspecified femoral hernia, without obstruction or gangrene"
"752","328383001","Chronic liver disease","K76.9","Liver disease, unspecified"
"753","155816007","Chronic liver disease NOS","K76.9","Liver disease, unspecified"
"754","592431000000100","Chronic liver disease NOS","K76.9","Liver disease, unspecified"
"755","197323005","Chronic liver disease NOS","K76.9","Liver disease, unspecified"
"756","197279005","Cirrhosis and chronic liver disease","K76.9","Liver disease, unspecified"
"757","592411000000108","Other non-alcoholic chronic liver disease","K76.9","Liver disease, unspecified"
"758","197314007","Other non-alcoholic chronic liver disease","K76.9","Liver disease, unspecified"
"759","197322000","Other non-alcoholic chronic liver disease NOS","K76.9","Liver disease, unspecified"
"760","592421000000102","Other non-alcoholic chronic liver disease NOS","K76.9","Liver disease, unspecified"
"761","467701000000105","[X]Anaemia (nonmegaloblastic) associated with other specified nutritional deficiencies","D64.9","Anaemia, unspecified"
"762","467701000000105","[X]Anaemia (nonmegaloblastic) associated with other specified nutritional deficiencies","D64.9","Anaemia, unspecified"
"763","389601000000102","[X]Anaemia in other chronic diseases classified elsewhere","D64.9","Anaemia, unspecified"
"764","389601000000102","[X]Anaemia in other chronic diseases classified elsewhere","D64.9","Anaemia, unspecified"
"765","396291000000103","[X]Aplastic and other anaemias","D64.9","Anaemia, unspecified"
"766","396291000000103","[X]Aplastic and other anaemias","D64.9","Anaemia, unspecified"
"767","397751000000101","[X]Nutritional anaemias","D64.9","Anaemia, unspecified"
"768","397751000000101","[X]Nutritional anaemias","D64.9","Anaemia, unspecified"
"769","431751000000106","[X]Other anaemias due to enzyme disorders","D64.9","Anaemia, unspecified"
"770","431751000000106","[X]Other anaemias due to enzyme disorders","D64.9","Anaemia, unspecified"
"771","400821000000108","[X]Other specified anaemias","D64.9","Anaemia, unspecified"
"772","400821000000108","[X]Other specified anaemias","D64.9","Anaemia, unspecified"
"773","154786001","Anaemia","D64.9","Anaemia, unspecified"
"774","154786001","Anaemia","D64.9","Anaemia, unspecified"
"775","64593003","Anaemia","D64.9","Anaemia, unspecified"
"776","64593003","Anaemia","D64.9","Anaemia, unspecified"
"777","271737000","Anaemia","D64.9","Anaemia, unspecified"
"778","271737000","Anaemia","D64.9","Anaemia, unspecified"
"779","367511008","Anaemia of chronic disorder, NOS","D64.9","Anaemia, unspecified"
"780","367511008","Anaemia of chronic disorder, NOS","D64.9","Anaemia, unspecified"
"781","154812000","Anaemia unspecified","D64.9","Anaemia, unspecified"
"782","154812000","Anaemia unspecified","D64.9","Anaemia, unspecified"
"783","668381000000100","Anaemia unspecified","D64.9","Anaemia, unspecified"
"784","668381000000100","Anaemia unspecified","D64.9","Anaemia, unspecified"
"785","267531008","Anaemia unspecified","D64.9","Anaemia, unspecified"
"786","267531008","Anaemia unspecified","D64.9","Anaemia, unspecified"
"787","267560004","Anaemia: [aplastic and other] or [aplastic] or [hypoblastic]","D64.9","Anaemia, unspecified"
"788","267560004","Anaemia: [aplastic and other] or [aplastic] or [hypoblastic]","D64.9","Anaemia, unspecified"
"789","154807001","Anaemia: [aplastic and other] or [aplastic] or [hypoblastic]","D64.9","Anaemia, unspecified"
"790","154807001","Anaemia: [aplastic and other] or [aplastic] or [hypoblastic]","D64.9","Anaemia, unspecified"
"791","191277004","Anaemia: [unspecified] or [secondary NOS] or [normocytic or macrocytic of unspecified cause]","D64.9","Anaemia, unspecified"
"792","191277004","Anaemia: [unspecified] or [secondary NOS] or [normocytic or macrocytic of unspecified cause]","D64.9","Anaemia, unspecified"
"793","191232001","Aplastic and other anaemias","D64.9","Anaemia, unspecified"
"794","191232001","Aplastic and other anaemias","D64.9","Anaemia, unspecified"
"795","606971000000100","Aplastic and other anaemias","D64.9","Anaemia, unspecified"
"796","606971000000100","Aplastic and other anaemias","D64.9","Anaemia, unspecified"
"797","234342003","Normocytic anaemia due to unspecified cause","D64.9","Anaemia, unspecified"
"798","234342003","Normocytic anaemia due to unspecified cause","D64.9","Anaemia, unspecified"
"799","656481000000102","Normocytic anaemia due to unspecified cause","D64.9","Anaemia, unspecified"
"800","656481000000102","Normocytic anaemia due to unspecified cause","D64.9","Anaemia, unspecified"
"801","141336002","O/E - anaemia","D64.9","Anaemia, unspecified"
"802","141336002","O/E - anaemia","D64.9","Anaemia, unspecified"
"803","141341005","O/E - anaemia NOS","D64.9","Anaemia, unspecified"
"804","141341005","O/E - anaemia NOS","D64.9","Anaemia, unspecified"
"805","164144001","O/E - anaemia NOS","D64.9","Anaemia, unspecified"
"806","164144001","O/E - anaemia NOS","D64.9","Anaemia, unspecified"
"807","563041000000107","O/E - anaemia NOS","D64.9","Anaemia, unspecified"
"808","563041000000107","O/E - anaemia NOS","D64.9","Anaemia, unspecified"
"809","141339009","O/E - clinically anaemic","D64.9","Anaemia, unspecified"
"810","141339009","O/E - clinically anaemic","D64.9","Anaemia, unspecified"
"811","141338001","O/E - equivocally anaemic","D64.9","Anaemia, unspecified"
"812","141338001","O/E - equivocally anaemic","D64.9","Anaemia, unspecified"
"813","141340006","O/E - profoundly anaemic","D64.9","Anaemia, unspecified"
"814","141340006","O/E - profoundly anaemic","D64.9","Anaemia, unspecified"
"815","686381000000103","Other anaemias","D64.9","Anaemia, unspecified"
"816","686381000000103","Other anaemias","D64.9","Anaemia, unspecified"
"817","154813005","Other anaemias","D64.9","Anaemia, unspecified"
"818","154813005","Other anaemias","D64.9","Anaemia, unspecified"
"819","267561000","Other anaemias","D64.9","Anaemia, unspecified"
"820","267561000","Other anaemias","D64.9","Anaemia, unspecified"
"821","579751000000101","Other anaemias NOS","D64.9","Anaemia, unspecified"
"822","579751000000101","Other anaemias NOS","D64.9","Anaemia, unspecified"
"823","191279001","Other anaemias NOS","D64.9","Anaemia, unspecified"
"824","191279001","Other anaemias NOS","D64.9","Anaemia, unspecified"
"825","589281000000107","Other and unspecified anaemia","D64.9","Anaemia, unspecified"
"826","589281000000107","Other and unspecified anaemia","D64.9","Anaemia, unspecified"
"827","191259009","Other and unspecified anaemia","D64.9","Anaemia, unspecified"
"828","191259009","Other and unspecified anaemia","D64.9","Anaemia, unspecified"
"829","191276008","Other specified anaemia NOS","D64.9","Anaemia, unspecified"
"830","191276008","Other specified anaemia NOS","D64.9","Anaemia, unspecified"
"831","579731000000108","Other specified anaemia NOS","D64.9","Anaemia, unspecified"
"832","579731000000108","Other specified anaemia NOS","D64.9","Anaemia, unspecified"
"833","191278009","Other specified anaemias","D64.9","Anaemia, unspecified"
"834","191278009","Other specified anaemias","D64.9","Anaemia, unspecified"
"835","579741000000104","Other specified anaemias","D64.9","Anaemia, unspecified"
"836","579741000000104","Other specified anaemias","D64.9","Anaemia, unspecified"
"837","191275007","Other specified other anaemia","D64.9","Anaemia, unspecified"
"838","191275007","Other specified other anaemia","D64.9","Anaemia, unspecified"
"839","579721000000106","Other specified other anaemia","D64.9","Anaemia, unspecified"
"840","579721000000106","Other specified other anaemia","D64.9","Anaemia, unspecified"
"841","656491000000100","Secondary anaemia NOS","D64.9","Anaemia, unspecified"
"842","656491000000100","Secondary anaemia NOS","D64.9","Anaemia, unspecified"
"843","234344002","Secondary anaemia NOS","D64.9","Anaemia, unspecified"
"844","234344002","Secondary anaemia NOS","D64.9","Anaemia, unspecified"
"845","154759001","Dehydration","E86","Volume depletion"
"846","938201000000109","Dehydration","E86","Volume depletion"
"847","34095006","Dehydration","E86","Volume depletion"
"848","642571000000104","Dehydration NEC","E86","Volume depletion"
"849","190896001","Dehydration NEC","E86","Volume depletion"
"850","139912005","O/E - dehydrated","E86","Volume depletion"
"851","203441000","(Fracture: [pathological] or [spontaneous]) or (collapse of: [spine NOS] or [vertebra (NOS) or (osteoporotic)])","M84.4","Pathological fracture, not elsewhere classified"
"852","621831000000106","Collapse of spine NOS","M84.4","Pathological fracture, not elsewhere classified"
"853","240200008","Collapse of spine NOS","M84.4","Pathological fracture, not elsewhere classified"
"854","240199005","Collapse of vertebra NOS","M84.4","Pathological fracture, not elsewhere classified"
"855","621821000000109","Collapse of vertebra NOS","M84.4","Pathological fracture, not elsewhere classified"
"856","134400000","Fragility fracture due to unspecified osteoporosis","M84.4","Pathological fracture, not elsewhere classified"
"857","704491000000106","Fragility fracture due to unspecified osteoporosis","M84.4","Pathological fracture, not elsewhere classified"
"858","366913005","Fragility fracture due to unspecified osteoporosis","M84.4","Pathological fracture, not elsewhere classified"
"859","203463009","Other specified pathological fracture","M84.4","Pathological fracture, not elsewhere classified"
"860","658881000000100","Other specified pathological fracture","M84.4","Pathological fracture, not elsewhere classified"
"861","156826007","Pathological fracture","M84.4","Pathological fracture, not elsewhere classified"
"862","268029009","Pathological fracture","M84.4","Pathological fracture, not elsewhere classified"
"863","203464003","Pathological fracture NOS","M84.4","Pathological fracture, not elsewhere classified"
"864","638951000000102","Pathological fracture NOS","M84.4","Pathological fracture, not elsewhere classified"
"865","268127008","Pathological fracture: [NOS] or [spine] or [vertebra]","M84.4","Pathological fracture, not elsewhere classified"
"866","455601000000104","[X]Other Crohn's disease","K50.9","Crohn disease, unspecified"
"867","34000006","Crohn's disease","K50.9","Crohn disease, unspecified"
"868","266517004","Crohn's disease (& [regional enteritis])","K50.9","Crohn disease, unspecified"
"869","155760003","Crohn's disease (& [regional enteritis])","K50.9","Crohn disease, unspecified"
"870","196980005","Crohn's disease of the small bowel NOS","K50.9","Crohn disease, unspecified"
"871","632701000000103","Crohn's disease of the small bowel NOS","K50.9","Crohn disease, unspecified"
"872","196975001","Enteritis: [regional-Crohn's disease] or [granulomatous]","K50.9","Crohn disease, unspecified"
"873","278522007","Regional enteritis","K50.9","Crohn disease, unspecified"
"874","196984001","Regional enteritis NOS","K50.9","Crohn disease, unspecified"
"875","571521000000100","Regional enteritis NOS","K50.9","Crohn disease, unspecified"
"876","155763001","Regional enteritis NOS","K50.9","Crohn disease, unspecified"
"887","13695006","Fracture of pubic rami","S32.5","Fracture of pubis"
"888","271973001","Disorder of intrauterine contraceptive device","T83.9","Unspecified complication of genitourinary prosthetic device, implant and graft"
"889","419861000000108","[X]Other specified chronic obstructive pulmonary disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"890","155617000","Chronic obstructive airways disease NOS","J44.9","Chronic obstructive pulmonary disease, unspecified"
"891","196003006","Chronic obstructive airways disease NOS","J44.9","Chronic obstructive pulmonary disease, unspecified"
"892","155585005","Chronic obstructive airways disease NOS","J44.9","Chronic obstructive pulmonary disease, unspecified"
"893","611541000000106","Chronic obstructive airways disease NOS","J44.9","Chronic obstructive pulmonary disease, unspecified"
"894","195935004","Chronic obstructive lung disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"895","195948000","Chronic obstructive lung disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"896","155565006","Chronic obstructive lung disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"897","155569000","Chronic obstructive lung disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"898","413846005","Chronic obstructive pulmonary disease finding","J44.9","Chronic obstructive pulmonary disease, unspecified"
"899","13645005","COPD - Chronic obstructive pulmonary disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"900","601581000000100","Obstructive chronic bronchitis NOS","J44.9","Chronic obstructive pulmonary disease, unspecified"
"901","195952000","Obstructive chronic bronchitis NOS","J44.9","Chronic obstructive pulmonary disease, unspecified"
"902","581981000000100","Other specified chronic obstructive airways disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"903","195999007","Other specified chronic obstructive airways disease","J44.9","Chronic obstructive pulmonary disease, unspecified"
"908","195060002","Ventricular pre-excitation","I45.6","Pre-excitation syndrome"
"909","8632008","Schwartz syndrome","E22.2","Syndrome of inappropriate secretion of antidiuretic hormone"
"910","389983008","Syndrome of inappropriate secretion of antidiuretic hormone","E22.2","Syndrome of inappropriate secretion of antidiuretic hormone"
"911","55004003","Syndrome of inappropriate vasopressin secretion","E22.2","Syndrome of inappropriate secretion of antidiuretic hormone"
"912","195747001","Chest cold","J22.X","Unspecified acute lower respiratory infection"
"913","419502003","Chest infection","J22.X","Unspecified acute lower respiratory infection"
"914","155625003","Chest infection (& NOS)","J22.X","Unspecified acute lower respiratory infection"
"915","195744008","Chest infection (& NOS)","J22.X","Unspecified acute lower respiratory infection"
"916","266339003","Chest infection NOS","J22.X","Unspecified acute lower respiratory infection"
"917","701361000000105","Chest infection NOS","J22.X","Unspecified acute lower respiratory infection"
"918","155626002","Infection of lower respiratory tract","J22.X","Unspecified acute lower respiratory infection"
"919","50417007","Lower respiratory tract infection","J22.X","Unspecified acute lower respiratory infection"
"920","195745009","Respiratory tract infection (& [acute lower] or [lower])","M06.0","Seronegative rheumatoid arthritis"
"921","156485004","Seronegative arthritis","M06.0","Seronegative rheumatoid arthritis"
"922","201814005","Seronegative arthritis","M06.0","Seronegative rheumatoid arthritis"
"923","359173000","Seronegative arthritis","M06.0","Seronegative rheumatoid arthritis"
"924","399112009","Seronegative arthritis","M06.0","Seronegative rheumatoid arthritis"
"925","394659003","Acute coronary syndrome","I24.9","Acute ischaemic heart disease, unspecified"
"926","393587009","Acute coronary syndrome","I24.9","Acute ischaemic heart disease, unspecified"
"927","176331000000107","Acute coronary syndrome","I24.9","Acute ischaemic heart disease, unspecified"
"928","266308000","(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure)","I50.0","Congestive heart failure"
"929","42343007","Congestive heart failure","I50.0","Congestive heart failure"
"930","195108009","Heart failure: [right] or [congestive]","I50.0","Congestive heart failure"
"931","195044001","Left bundle branch [block] or [hemiblock]","I44.7","Left bundle-branch block, unspecified"
"932","155357007","Left bundle branch block","I44.7","Left bundle-branch block, unspecified"
"933","63467002","Left bundle branch block","I44.7","Left bundle-branch block, unspecified"
"934","600651000000100","Left bundle branch hemiblock NOS","I44.7","Left bundle-branch block, unspecified"
"935","195045000","Left bundle branch hemiblock NOS","I44.7","Left bundle-branch block, unspecified"
"942","71698004","Spontaneous abortion with specified complication, NEC","E83.4","Disorders of magnesium metabolism"
"943","82020005","Hypomagnesaemia","E83.4","Disorders of magnesium metabolism"
"944","190855004","Hypomagnesaemia","E83.4","Disorders of magnesium metabolism"
"945","155375008","(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure)","I50.0","Congestive heart failure"
"946","155374007","Heart failure","I50.0","Congestive heart failure"
"947","84114007","Heart failure","I50.0","Congestive heart failure"
"948","266248006","Heart failure NOS","I50.0","Congestive heart failure"
"949","155377000","Heart failure NOS","I50.0","Congestive heart failure"
"950","686171000000103","Heart failure NOS","I50.0","Congestive heart failure"
"951","195117009","Heart: [weak] or [failure NOS]","I50.0","Congestive heart failure"
"952","912005","Congenital stenosis of oesophagus","K22.2","Oesophageal obstruction"
"953","235617007","Non-reflux stricture","K22.2","Oesophageal obstruction"
"954","307388000","Oesophageal stenosis","K22.2","Oesophageal obstruction"
"955","155675001","Oesophageal stricture &/or stenosis","K22.2","Oesophageal obstruction"
"956","196611002","Oesophageal stricture &/or stenosis","K22.2","Oesophageal obstruction"
"957","307503005","Oesophageal stricture and stenosis","K22.2","Oesophageal obstruction"
"958","196613004","Oesophageal stricture and stenosis NOS","K22.2","Oesophageal obstruction"
"959","606331000000101","Oesophageal stricture and stenosis NOS","K22.2","Oesophageal obstruction"
"960","360433005","Oesophagostenosis","K22.2","Oesophageal obstruction"
"961","33282003","Stenosis of oesophagus","K22.2","Oesophageal obstruction"
"962","63305008","Stricture of oesophagus","K22.2","Oesophageal obstruction"
"963","50793006","Crushing injury of hand","S67.8","Crushing injury of other and unspecified parts of wrist and hand"
"964","26008006","Crushing injury of wrist AND/OR hand except fingers","S67.8","Crushing injury of other and unspecified parts of wrist and hand"
"965","34436003","Blood in urine","R31.X","Unspecified haematuria"
"966","162136002","Blood in urine (& symptom)","R31.X","Unspecified haematuria"
"967","139416001","Blood in urine - haematuria (& [symptom])","R31.X","Unspecified haematuria"
"968","267168001","Blood in urine - haematuria (& [symptom])","R31.X","Unspecified haematuria"
"969","266568001","Haematuria","R31.X","Unspecified haematuria"
"970","197937006","Haematuria (& [traumatic] or [essential])","R31.X","Unspecified haematuria"
"971","307414005","Haematuria NOS","R31.X","Unspecified haematuria"
"972","702231000000104","Haematuria NOS","R31.X","Unspecified haematuria"
"973","155895005","Haematuria NOS","R31.X","Unspecified haematuria"
"974","281058009","RBCs- red blood cells in urine","R31.X","Unspecified haematuria"
"975","167353005","Urine microscopy blood cells present: (& RBC)","R31.X","Unspecified haematuria"
"976","155791009","Anal fissure","K60.2","Anal fissure, unspecified"
"977","30037006","Anal fissure","K60.2","Anal fissure, unspecified"
"978","54046004","Anal fistula","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"979","54046004","Anal fistula","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"980","155825001","Bile duct calculus","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"981","155825001","Bile duct calculus","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"982","197397004","Bile duct calculus (& [without mention of cholecystitis])","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"983","197397004","Bile duct calculus (& [without mention of cholecystitis])","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"984","666821000000108","Bile duct calculus NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"985","666821000000108","Bile duct calculus NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"986","312981003","Bile duct calculus NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"987","312981003","Bile duct calculus NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"988","197400008","Bile duct calculus NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"989","197400008","Bile duct calculus NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"990","528421000000108","Bile duct calculus with no mention of cholecystitis and with obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"991","528421000000108","Bile duct calculus with no mention of cholecystitis and with obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"992","197399001","Bile duct calculus with no mention of cholecystitis and with obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"993","197399001","Bile duct calculus with no mention of cholecystitis and with obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"994","611851000000107","Bile duct calculus with other cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"995","611851000000107","Bile duct calculus with other cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"996","197393000","Bile duct calculus with other cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"997","197393000","Bile duct calculus with other cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"998","197394006","Bile duct calculus with other cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"999","197394006","Bile duct calculus with other cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1000","611861000000105","Bile duct calculus with other cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1001","611861000000105","Bile duct calculus with other cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1002","197395007","Bile duct calculus with other cholecystitis and obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1003","197395007","Bile duct calculus with other cholecystitis and obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1004","591791000000100","Bile duct calculus with other cholecystitis and obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1005","591791000000100","Bile duct calculus with other cholecystitis and obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1006","197396008","Bile duct calculus with other cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1007","197396008","Bile duct calculus with other cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1008","591821000000105","Bile duct calculus with other cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1009","591821000000105","Bile duct calculus with other cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1010","531511000000108","Bile duct calculus without mention of cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1011","531511000000108","Bile duct calculus without mention of cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1012","266475002","Bile duct calculus without mention of cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1013","266475002","Bile duct calculus without mention of cholecystitis","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1014","528411000000102","Bile duct calculus without mention of cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1015","528411000000102","Bile duct calculus without mention of cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1016","197398009","Bile duct calculus without mention of cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1017","197398009","Bile duct calculus without mention of cholecystitis and no obstruction","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1018","641791000000102","Bile duct calculus without mention of cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1019","641791000000102","Bile duct calculus without mention of cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1020","197401007","Bile duct calculus without mention of cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1021","197401007","Bile duct calculus without mention of cholecystitis and obstruction NOS","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1022","30093007","Calculus of bile duct","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1023","30093007","Calculus of bile duct","K80.5","Calculus of bile duct without cholangitis or cholecystitis"
"1025","341611000000108","Brugada syndrome","I49.8","Other specified cardiac arrhythmias"
"1026","418818005","Brugada syndrome","I49.8","Other specified cardiac arrhythmias"
"1027","368901000000102","Brugada syndrome","I49.8","Other specified cardiac arrhythmias"
"1028","402021000000103","[X]Other chronic pancreatitis","K86.1","Other chronic pancreatitis"
"1029","155835007","Chronic pancreatitis","K86.1","Other chronic pancreatitis"
"1030","15974001","Chronic pancreatitis","K86.1","Other chronic pancreatitis"
"1031","197462002","Chronic pancreatitis","K86.1","Other chronic pancreatitis"
"1032","235494005","Chronic pancreatitis","K86.1","Other chronic pancreatitis"
"1033","14094001","Hyperemesis gravidarum","O21.9","Vomiting of pregnancy, unspecified"
"1034","156113005","Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness])","O21.9","Vomiting of pregnancy, unspecified"
"1036","154764002","Hyperkalaemia","E87.5","Hyperkalaemia"
"1037","14140009","Hyperkalaemia","E87.5","Hyperkalaemia"
