,target_system,target_version,target_code,target_description,concept
89,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Dressler's syndrome
90,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Other forms of acute ischaemic heart disease
91,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),"Acute ischaemic heart disease, unspecified"
92,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),"Atherosclerotic cardiovascular disease, so described"
93,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Atherosclerotic heart disease
94,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Old myocardial infarction
95,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Silent myocardial ischaemia
96,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Other forms of chronic ischaemic heart disease
97,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),"Chronic ischaemic heart disease, unspecified"
98,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Chondrocostal junction syndrome [Tietze]
99,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Relapsing polychondritis
100,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),"Cardiac murmur, unspecified"
101,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Other cardiac sounds
102,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Precordial pain
103,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Other chest pain
104,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),"Chest pain, unspecified"
105,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Pleurisy
106,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Observation for suspected myocardial infarction
107,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Observation for other suspected cardiovascular diseases
108,,,,,"Atrioventricular block, first degree"
109,,,,,"Atrioventricular block, second degree"
110,,,,,Left anterior fascicular block
111,,,,,Left posterior fascicular block
112,,,,,Other and unspecified fascicular block
113,,,,,"Left bundle-branch block, unspecified"
114,,,,,Right fascicular block
115,,,,,Other and unspecified right bundle-branch block
116,,,,,Bifascicular block
117,,,,,Trifascicular block
118,,,,,Nonspecific intraventricular block
119,,,,,Other specified heart block
120,,,,,Pre-excitation syndrome
121,,,,,Other specified conduction disorders
122,,,,,"Conduction disorder, unspecified"
123,,,,,Supraventricular tachycardia
124,,,,,"Paroxysmal tachycardia, unspecified"
125,,,,,"Paroxysmal tachycardia, unspecified"
126,,,,,"Paroxysmal tachycardia, unspecified"
127,,,,,"Paroxysmal tachycardia, unspecified"
128,,,,,"Paroxysmal tachycardia, unspecified"
129,,,,,"Paroxysmal tachycardia, unspecified"
130,,,,,"Paroxysmal tachycardia, unspecified"
131,,,,,Atrial premature depolarization
132,,,,,Junctional premature depolarization
133,,,,,Other and unspecified premature depolarization
134,,,,,Sick sinus syndrome
135,,,,,Other specified cardiac arrhythmias
136,,,,,"Cardiac arrhythmia, unspecified"
137,,,,,"Tachycardia, unspecified"
138,,,,,"Bradycardia, unspecified"
139,,,,,Palpitations
140,,,,,Other and unspecified abnormalities of heart beat
141,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,53521000119106,First generalized onset seizure (disorder),Other and unspecified convulsions
142,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),Vertebro-basilar artery syndrome
143,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),Carotid artery syndrome (hemispheric)
144,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),Multiple and bilateral precerebral artery syndromes
145,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),Amaurosis fugax
146,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),Transient global amnesia
147,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),Other transient cerebral ischaemic attacks and related syndromes
148,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266257000,Transient ischemic attack (disorder),"Transient cerebral ischaemic attack, unspecified"
149,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Migraine without aura [common migraine]
150,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Migraine with aura [classical migraine]
151,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Status migrainosus
152,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Complicated migraine
153,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Other migraine
154,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),"Migraine, unspecified"
155,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Cluster headache syndrome
156,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),"Vascular headache, not elsewhere classified"
157,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Chronic post-traumatic headache
158,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),"Drug-induced headache, not elsewhere classified"
159,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Other specified headache syndromes
160,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Other reaction to spinal and lumbar puncture
161,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,735938006,Acute headache (finding),Headache
162,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Salmonella enteritis
163,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Localized salmonella infections
164,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other specified salmonella infections
165,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),"Salmonella infection, unspecified"
166,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other intestinal Escherichia coli infections
167,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Campylobacter enteritis
168,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Enteritis due to Yersinia enterocolitica
169,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other specified bacterial intestinal infections
170,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),"Bacterial intestinal infection, unspecified"
171,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Foodborne Bacillus cereus intoxication
172,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other specified bacterial foodborne intoxications
173,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),"Bacterial foodborne intoxication, unspecified"
174,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Giardiasis [lambliasis]
175,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Cryptosporidiosis
176,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Rotaviral enteritis
177,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Acute gastroenteropathy due to Norwalk agent
178,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Adenoviral enteritis
179,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other viral enteritis
180,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),"Viral intestinal infection, unspecified"
181,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other specified intestinal infections
182,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Diarrhoea and gastroenteritis of presumed infectious origin
183,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Diarrhoea and gastroenteritis of presumed infectious origin
184,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Gastroenteritis and colitis due to radiation
185,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Toxic gastroenteritis and colitis
186,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Allergic and dietetic gastroenteritis and colitis
187,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),Other specified noninfective gastroenteritis and colitis
188,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25374005,Inflammation of stomach and intestine (disorder),"Noninfective gastroenteritis and colitis, unspecified"
189,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Oesophagitis
190,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastro-oesophageal reflux disease with oesophagitis
191,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastro-oesophageal reflux disease without oesophagitis
192,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Ulcer of oesophagus
193,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastro-oesophageal laceration-haemorrhage syndrome
194,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastric ulcer; Acute with haemorrhage
195,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastric ulcer; Chronic or unspecified with haemorrhage
196,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastric ulcer; Chronic or unspecified with both haemorrhage and perforation
197,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Duodenal ulcer; Acute with haemorrhage
198,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Duodenal ulcer; Chronic or unspecified with haemorrhage
199,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Duodenal ulcer; Chronic or unspecified with both haemorrhage and perforation
200,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),"Peptic ulcer, site unspecified; Acute with haemorrhage"
201,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),"Peptic ulcer, site unspecified; Chronic or unspecified with haemorrhage"
202,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),"Peptic ulcer, site unspecified; Chronic or unspecified with both haemorrhage and perforation"
203,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastrojejunal ulcer; Acute with haemorrhage
204,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastrojejunal ulcer; Chronic or unspecified with haemorrhage
205,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Gastrojejunal ulcer; Chronic or unspecified with both haemorrhage and perforation
206,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Haematemesis
207,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),Melaena
208,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37372002,Upper gastrointestinal hemorrhage (disorder),"Gastrointestinal haemorrhage, unspecified"
209,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Liver cell carcinoma
210,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Intrahepatic bile duct carcinoma
211,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Hepatoblastoma
212,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm of gallbladder
213,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Angiosarcoma of liver
214,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Other sarcomas of liver
215,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Other specified carcinomas of liver
216,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Malignant neoplasm: Liver, unspecified"
217,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Extrahepatic bile duct
218,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Ampulla of Vater
219,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Overlapping lesion of biliary tract
220,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Malignant neoplasm: Biliary tract, unspecified"
221,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Head of pancreas
222,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Body of pancreas
223,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Tail of pancreas
224,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Pancreatic duct
225,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Endocrine pancreas
226,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Other parts of pancreas
227,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Malignant neoplasm: Overlapping lesion of pancreas
228,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Malignant neoplasm: Pancreas, unspecified"
229,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Secondary malignant neoplasm of liver
230,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Benign neoplasm: Extrahepatic bile ducts
231,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts"
232,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Alcoholic fatty liver
233,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Alcoholic hepatitis
234,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Alcoholic fibrosis and sclerosis of liver
235,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Alcoholic cirrhosis of liver
236,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Alcoholic hepatic failure
237,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Alcoholic liver disease, unspecified"
238,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Acute and subacute hepatic failure
239,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Chronic hepatic failure
240,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Hepatic failure, unspecified"
241,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Chronic persistent hepatitis, not elsewhere classified"
242,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Chronic lobular hepatitis, not elsewhere classified"
243,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Chronic active hepatitis, not elsewhere classified"
244,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Other chronic hepatitis, not elsewhere classified"
245,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Chronic hepatitis, unspecified"
246,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Hepatic fibrosis
247,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Hepatic sclerosis
248,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Hepatic fibrosis with hepatic sclerosis
249,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Primary biliary cirrhosis
250,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Secondary biliary cirrhosis
251,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Biliary cirrhosis, unspecified"
252,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other and unspecified cirrhosis of liver
253,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Nonspecific reactive hepatitis
254,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Granulomatous hepatitis, not elsewhere classified"
255,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Autoimmune hepatitis
256,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other specified inflammatory liver diseases
257,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Inflammatory liver disease, unspecified"
258,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Fatty (change of) liver, not elsewhere classified"
259,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Chronic passive congestion of liver
260,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Portal hypertension
261,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other specified diseases of liver
262,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Liver disease, unspecified"
263,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Calculus of gallbladder with acute cholecystitis
264,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Calculus of gallbladder with other cholecystitis
265,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Calculus of gallbladder without cholecystitis
266,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Calculus of bile duct with cholangitis
267,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Calculus of bile duct with cholecystitis
268,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Calculus of bile duct without cholangitis or cholecystitis
269,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other cholelithiasis
270,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Acute cholecystitis
271,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Chronic cholecystitis
272,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other cholecystitis
273,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Cholecystitis, unspecified"
274,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Hydrops of gallbladder
275,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Perforation of gallbladder
276,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Fistula of gallbladder
277,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Cholesterolosis of gallbladder
278,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other specified diseases of gallbladder
279,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Disease of gallbladder, unspecified"
280,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Obstruction of bile duct
281,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Spasm of sphincter of Oddi
282,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other specified diseases of biliary tract
283,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Disease of biliary tract, unspecified"
284,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Alcohol-induced chronic pancreatitis
285,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other chronic pancreatitis
286,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Cyst of pancreas
287,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Pseudocyst of pancreas
288,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Other specified diseases of pancreas
289,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Disease of pancreas, unspecified"
290,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Disease of pancreas, unspecified"
291,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Postcholecystectomy syndrome
292,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Hepatomegaly, not elsewhere classified"
293,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Splenomegaly, not elsewhere classified"
294,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),"Hepatomegaly with splenomegaly, not elsewhere classified"
295,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,75183008,Abnormal liver function (finding),Abnormal results of liver function studies
296,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Crohn's disease of small intestine
297,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Crohn's disease of large intestine
298,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Other Crohn's disease
299,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),"Crohn's disease, unspecified"
300,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Ulcerative (chronic) enterocolitis
301,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Ulcerative (chronic) proctitis
302,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Ulcerative (chronic) rectosigmoiditis
303,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Pseudopolyposis of colon
304,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Mucosal proctocolitis
305,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),"Ulcerative colitis, unspecified"
306,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24526004,Inflammatory bowel disease (disorder),Allergic and dietetic gastroenteritis and colitis
307,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Refractory anaemia without sideroblasts, so stated"
308,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Refractory anaemia with sideroblasts
309,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Refractory anaemia with excess of blasts
